league,season,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2 
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,53,Suso,Sevilla,0.1,0.0,Blocked,14,Right Foot,,Suso,Take-On,Juanlu Sánchez,Pass (Live)
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,53,Dodi Lukebakio,Sevilla,0.11,0.0,Blocked,15,Right Foot,,Suso,Shot,,
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,55,Adnan Januzaj,Las Palmas,0.01,0.0,Blocked,27,Left Foot,,Alberto Moleiro,Pass (Live),Dario Essugo,Pass (Live)
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,60,Sandro Ramírez,Las Palmas,0.01,0.0,Off Target,32,Right Foot,,Adnan Januzaj,Pass (Dead),Adnan Januzaj,Fouled
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,81,Javier Muñoz,Las Palmas,0.03,0.0,Blocked,30,Right Foot,,Mika Mármol,Pass (Live),Manuel Fuster,Pass (Live)
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,90+1,Leandro Antonetti,Sevilla,0.14,0.18,Saved,27,Left Foot,,Carmona,Pass (Live),,
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,90+5,Dario Essugo,Las Palmas,0.01,0.0,Blocked,36,Right Foot,,Sandro Ramírez,Pass (Live),Manuel Fuster,Pass (Live)
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,90+10,Sandro Ramírez,Las Palmas,0.01,0.0,Off Target,29,Right Foot,,,,,
ESP-La Liga,2425,2025-05-13 Sevilla-Las Palmas,90+12,Sandro Ramírez,Las Palmas,0.07,0.0,Off Target,29,Right Foot,Free kick,Oliver McBurnie,Fouled,Javier Muñoz,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,9,Raúl Moro,Valladolid,0.08,0.0,Off Target,15,Right Foot,,Florian Grillitsch,Pass (Live),Henrique,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,12,Oriol Romeu,Girona,0.03,0.01,Saved,29,Right Foot,,Arthur Melo,Pass (Live),Abel Ruiz,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,15,Chuky san jose,Valladolid,0.06,0.04,Saved,21,Left Foot,,Karl Jakob Hein,Pass (Live),Eray Cömert,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,27,Viktor Tsyhankov,Girona,0.03,0.0,Blocked,18,Left Foot,,Arthur Melo,Pass (Live),Viktor Tsyhankov,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,28,Viktor Tsyhankov,Girona,0.03,0.13,Saved,23,Left Foot,,Viktor Tsyhankov,Shot,,
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,30,Portu,Girona,0.07,0.0,Off Target,21,Right Foot,,Abel Ruiz,Pass (Live),Abel Ruiz,Take-On
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,33,Daley Blind,Girona,0.02,0.0,Blocked,16,Left Foot,,Arthur Melo,Pass (Live),Portu,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,34,Iván Sánchez,Valladolid,0.03,0.0,Off Target,25,Left Foot,,Iago Parente,Pass (Live),Florian Grillitsch,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,36,Viktor Tsyhankov,Girona,0.07,0.18,Saved,13,Left Foot,,Portu,Pass (Live),Abel Ruiz,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,37,Juanpe,Girona,0.04,0.0,Off Target,11,Head,,Viktor Tsyhankov,Pass (Dead),Viktor Tsyhankov,Shot
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,37,David López,Girona,0.11,0.0,Blocked,9,Right Foot,,Juanpe,Shot,,
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,44,Mario Martín,Valladolid,0.03,0.01,Saved,28,Left Foot,,Iván Sánchez,Pass (Live),Iago Parente,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,45,Yaser Asprilla,Girona,0.05,0.0,Off Target,14,Left Foot,,Daley Blind,Pass (Live),Oriol Romeu,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,48,Yaser Asprilla,Girona,0.28,0.32,Saved,17,Left Foot,,Alejandro Francés,Pass (Live),Viktor Tsyhankov,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,56,Anuar,Valladolid,0.1,0.06,Saved,10,Right Foot,,Juanmi Latasa,Pass (Live),Iván Sánchez,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,80,Viktor Tsyhankov,Girona,0.04,0.0,Blocked,33,Left Foot,Free kick,Viktor Tsyhankov,Fouled,Arthur Melo,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,80,Arthur Melo,Girona,0.04,0.0,Off Target,16,Right Foot,,Viktor Tsyhankov,Shot,,
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,80,Cristhian Stuani,Girona,0.57,0.98,Goal,5,Right Foot,,David López,Pass (Live),Arthur Melo,Shot
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,84,Iván Sánchez,Valladolid,0.04,0.0,Off Target,27,Left Foot,Free kick,Iván Sánchez,Fouled,Eray Cömert,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,86,Mario Martín,Valladolid,0.35,0.26,Saved,6,Head,,Iván Sánchez,Pass (Live),Mamadou Sylla,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,90+1,Raúl Moro,Valladolid,0.01,0.0,Off Target,21,Left Foot,Volley,Mario Martín,Pass (Live),Mamadou Sylla,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,90+4,Raúl Moro,Valladolid,0.02,0.0,Blocked,18,Right Foot,,Iván Sánchez,Pass (Live),Raúl Moro,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,90+4,Anuar,Valladolid,0.14,0.0,Off Target,8,Other,,Adam Aznou,Pass (Live),Mario Martín,Pass (Live)
ESP-La Liga,2425,2025-05-13 Valladolid-Girona,90+6,Mario Martín,Valladolid,0.07,0.0,Blocked,13,Right Foot,,Mario Martín,Take-On,Adam Aznou,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,1,Luis Rioja,Valencia,0.02,0.08,Saved,21,Left Foot,,Rafa Mir,Pass (Live),Giorgi Mamardashvili,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,6,Diego López,Valencia,0.1,0.0,Blocked,11,Right Foot,,Luis Rioja,Pass (Live),Rafa Mir,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,13,Diego López,Valencia,0.03,0.0,Off Target,14,Head,,Rafa Mir,Pass (Live),Luis Rioja,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,16,Jon Guridi,Alavés,0.63,0.87,Saved,3,Head,,Facundo Garcés,Pass (Live),Carlos Vicente,Pass (Dead)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,19,Nahuel Tenaglia,Alavés,0.01,0.01,Saved,34,Right Foot,Volley,Ander Guevara,Pass (Live),Kiké,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,21,Facundo Garcés,Alavés,0.01,0.0,Blocked,25,Right Foot,Volley,Nahuel Tenaglia,Pass (Dead),Jon Guridi,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,22,Carles Aleñá,Alavés,0.05,0.37,Saved,24,Left Foot,Free kick,Carlos Vicente,Pass (Dead),,Fouled
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,24,Rafa Mir,Valencia,0.07,0.0,Off Target,8,Head,,José Luis Gayà,Pass (Live),Luis Rioja,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,30,Kiké,Alavés,0.07,0.0,Off Target,14,Left Foot,,Carles Aleñá,Pass (Live),,
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,39,Carlos Vicente,Alavés,0.04,0.07,Saved,29,Right Foot,Deflected,Carles Aleñá,Take-On,,
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,52,Mouctar Diakhaby,Valencia,0.39,0.0,Off Target,6,Head,,Luis Rioja,Pass (Live),José Luis García Vayá,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,53,Carles Aleñá,Alavés,0.04,0.0,Off Target,16,Head,,Manu Sánchez,Pass (Live),Antonio Blanco,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,53,Facundo Garcés,Alavés,0.02,0.0,Blocked,9,Head,,Ander Guevara,Pass (Live),Carlos Vicente,Pass (Dead)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,59,César Tárrega,Valencia,0.02,0.07,Saved,11,Head,,José Luis García Vayá,Pass (Dead),,
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,64,Rafa Mir,Valencia,0.07,0.0,Off Target,10,Head,,Luis Rioja,Pass (Live),Cristhian Mosquera,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,66,Kiké,Alavés,0.12,0.0,Blocked,8,Left Foot,,,,,
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,72,Santiago Mouriño,Alavés,0.05,0.0,Off Target,11,Head,,Joan Jordán,Pass (Dead),Ander Guevara,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,79,Joan Jordán (pen),Alavés,0.79,0.69,Goal,13,Right Foot,,Santiago Mouriño,Fouled,Manu Sánchez,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,81,Enzo Barrenechea,Valencia,0.01,0.0,Blocked,28,Right Foot,Volley,José Luis García Vayá,Pass (Live),Ivan Jaime Pajuelo,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,87,Ivan Jaime Pajuelo,Valencia,0.1,0.18,Saved,14,Left Foot,,Ivan Jaime Pajuelo,Take-On,Francisco Perez,Pass (Live)
ESP-La Liga,2425,2025-05-14 Alavés-Valencia,90+1,Sergi Canós,Valencia,0.03,0.0,Off Target,28,Right Foot,,,,,
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,1,Kylian Mbappé,Real Madrid,0.03,0.0,Blocked,24,Right Foot,,Arda Güler,Pass (Live),Kylian Mbappé,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,3,Endrick,Real Madrid,0.31,0.6,Saved,17,Left Foot,,Arda Güler,Pass (Live),Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,11,Martin Valjent,Mallorca,0.06,0.66,Goal,17,Left Foot,,Martin Valjent,Pass (Live),Samu Costa,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,18,Jude Bellingham,Real Madrid,0.08,0.15,Saved,14,Right Foot,,Kylian Mbappé,Pass (Live),Arda Güler,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,32,Endrick,Real Madrid,0.07,0.0,Off Target,21,Left Foot,,Kylian Mbappé,Pass (Live),Arda Güler,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,36,Kylian Mbappé,Real Madrid,0.04,0.0,Off Target,18,Right Foot,,Luka Modrić,Pass (Live),Federico Valverde,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,37,Luka Modrić,Real Madrid,0.02,0.11,Saved,30,Right Foot,,Jude Bellingham,Pass (Live),Arda Güler,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,37,Endrick,Real Madrid,0.05,0.0,Off Target,10,Head,,Arda Güler,Pass (Dead),Luka Modrić,Shot
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,40,Arda Güler,Real Madrid,0.07,0.0,Off Target,17,Right Foot,,Jude Bellingham,Pass (Live),Federico Valverde,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,41,Kylian Mbappé,Real Madrid,0.02,0.05,Saved,30,Right Foot,,Dani Ceballos,Pass (Live),Kylian Mbappé,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,43,Federico Valverde,Real Madrid,0.04,0.0,Blocked,19,Right Foot,Volley,Arda Güler,Pass (Live),Luka Modrić,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,43,Federico Valverde,Real Madrid,0.02,0.19,Saved,31,Right Foot,,Kylian Mbappé,Pass (Live),Dani Ceballos,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,44,Jacobo Ramón,Real Madrid,0.05,0.0,Blocked,10,Head,,Arda Güler,Pass (Dead),Federico Valverde,Shot
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,44,Jude Bellingham,Real Madrid,0.2,0.0,Off Target,8,Head,,Jacobo Ramón,Shot,,
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,47,Kylian Mbappé,Real Madrid,0.03,0.0,Blocked,28,Right Foot,,Kylian Mbappé,Pass (Live),Dani Ceballos,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,48,Endrick,Real Madrid,0.09,0.0,Off Target,10,Left Foot,,Kylian Mbappé,Pass (Live),Fran Garcia,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,49,Luka Modrić,Real Madrid,0.02,0.0,Off Target,23,Right Foot,Volley,Kylian Mbappé,Pass (Live),Federico Valverde,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,51,Kylian Mbappé,Real Madrid,0.02,0.0,Blocked,20,Right Foot,,Jude Bellingham,Pass (Live),Jacobo Ramón,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,53,Endrick,Real Madrid,0.06,0.0,Off Target,11,Head,,Fran Garcia,Pass (Live),Jacobo Ramón,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,54,Federico Valverde,Real Madrid,0.02,0.0,Blocked,17,Right Foot,,Federico Valverde,Take-On,Dani Ceballos,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,54,Arda Güler,Real Madrid,0.04,0.02,Saved,19,Left Foot,,Endrick,Pass (Live),Arda Güler,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,63,Federico Valverde,Real Madrid,0.0,0.0,Off Target,31,Right Foot,Volley,Arda Güler,Pass (Live),Luka Modrić,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,65,Sergi Darder,Mallorca,0.02,0.0,Off Target,26,Right Foot,,Dani Rodríguez,Pass (Live),,
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,67,Kylian Mbappé,Real Madrid,0.01,0.0,Off Target,21,Left Foot,,Federico Valverde,Pass (Live),Luka Modrić,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,68,Kylian Mbappé,Real Madrid,0.22,0.34,Goal,11,Right Foot,,Kylian Mbappé,Take-On,Luka Modrić,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,69,Mateu Morey,Mallorca,0.34,0.19,Saved,15,Right Foot,,Mateu Morey,Tackle,Sergi Darder,Pass (Dead)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,70,Endrick,Real Madrid,0.05,0.0,Blocked,24,Left Foot,,Jude Bellingham,Pass (Live),Jude Bellingham,Take-On
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,73,Luka Modrić,Real Madrid,0.02,0.0,Blocked,28,Right Foot,,Jude Bellingham,Pass (Live),Dani Ceballos,Pass (Dead)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,74,Federico Valverde,Real Madrid,0.04,0.0,Blocked,22,Right Foot,,Dani Ceballos,Pass (Live),Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,76,Luka Modrić,Real Madrid,0.01,0.0,Blocked,23,Right Foot,,Kylian Mbappé,Pass (Dead),,
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,76,Arda Güler,Real Madrid,0.01,0.0,Blocked,24,Left Foot,,Federico Valverde,Pass (Live),Luka Modrić,Shot
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,78,Arda Güler,Real Madrid,0.02,0.0,Blocked,31,Left Foot,Volley,Fran Garcia,Pass (Live),Jude Bellingham,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,78,Arda Güler,Real Madrid,0.01,0.05,Saved,34,Left Foot,,Kylian Mbappé,Pass (Live),Fran Garcia,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,79,Arda Güler,Real Madrid,0.03,0.0,Off Target,20,Left Foot,,Kylian Mbappé,Pass (Live),Luka Modrić,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,83,Federico Valverde,Real Madrid,0.01,0.01,Saved,32,Right Foot,,Luka Modrić,Pass (Live),Fran Garcia,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,85,Jude Bellingham,Real Madrid,0.05,0.04,Saved,12,Right Foot,,Arda Güler,Pass (Live),Jesús Vallejo,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,86,Kylian Mbappé,Real Madrid,0.08,0.0,Blocked,14,Right Foot,,Jude Bellingham,Shot,,
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,87,Federico Valverde,Real Madrid,0.06,0.0,Off Target,13,Left Foot,Volley,Arda Güler,Pass (Live),Luka Modrić,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,88,Gonzalo García,Real Madrid,0.49,0.0,Off Target,5,Right Foot,,Fran Garcia,Pass (Live),Arda Güler,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,90+1,Federico Valverde,Real Madrid,0.05,0.31,Saved,27,Right Foot,,Dani Ceballos,Pass (Live),Fran Garcia,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,90+1,Kylian Mbappé,Real Madrid,0.06,0.0,Off Target,15,Left Foot,,Luka Modrić,Pass (Dead),Federico Valverde,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,90+2,Marc Domenech,Mallorca,0.12,0.0,Off Target,9,Right Foot,,Dani Rodríguez,Pass (Live),Antonio Raillo,Pass (Live)
ESP-La Liga,2425,2025-05-14 Real Madrid-Mallorca,90+5,Jacobo Ramón,Real Madrid,0.11,0.33,Goal,9,Right Foot,Volley,Jesús Vallejo,Pass (Live),Fran Garcia,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,1,Yeremi Pino,Villarreal,0.12,0.66,Saved,18,Right Foot,,Alex Baena,Pass (Live),Nicolas Pépé,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,6,Yvan Neyou,Leganés,0.02,0.0,Off Target,34,Right Foot,,Seydouba Cissé,Pass (Live),Javi Hernández,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,8,Alex Baena,Villarreal,0.04,0.0,Blocked,17,Right Foot,,Nicolas Pépé,Pass (Live),Daniel Parejo,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,8,Alex Baena,Villarreal,0.07,0.0,Blocked,13,Right Foot,,Alex Baena,Shot,,
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,10,Daniel Parejo,Villarreal,0.09,0.0,Off Target,18,Right Foot,,Nicolas Pépé,Pass (Live),Nicolas Pépé,Take-On
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,12,Renato Tapia,Leganés,0.03,0.0,Off Target,27,Right Foot,,Yan Diomandé,Pass (Live),Renato Tapia,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,13,Seydouba Cissé,Leganés,0.04,0.0,Off Target,15,Left Foot,,Yan Diomandé,Pass (Live),Yvan Neyou,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,14,Alex Baena,Villarreal,0.04,0.0,Blocked,14,Right Foot,,Nicolas Pépé,Pass (Live),Alex Baena,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,15,Juan Foyth,Villarreal,0.02,0.03,Saved,10,Head,,Daniel Parejo,Pass (Dead),Alex Baena,Shot
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,17,Dani Raba,Leganés,0.04,0.21,Saved,10,Right Foot,,Dani Raba,Take-On,Adrià Altimira,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,17,Yvan Neyou,Leganés,0.02,0.01,Saved,27,Right Foot,,Seydouba Cissé,Pass (Live),Yan Diomandé,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,18,Dani Raba,Leganés,0.03,0.0,Blocked,25,Left Foot,,Renato Tapia,Pass (Live),Dani Raba,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,20,Seydouba Cissé,Leganés,0.09,0.0,Blocked,18,Right Foot,,Dani Raba,Pass (Live),Seydouba Cissé,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,20,Pape Gueye,Villarreal,0.03,0.0,Blocked,28,Left Foot,Deflected,Alex Baena,Pass (Live),Juan Foyth,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,23,Alfonso Pedraza,Villarreal,0.09,0.0,Blocked,16,Right Foot,,Pape Gueye,Pass (Live),Alex Baena,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,23,Ayoze Pérez,Villarreal,0.35,0.24,Goal,10,Left Foot,,Alfonso Pedraza,Shot,,
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,26,Diego,Leganés,0.04,0.0,Off Target,17,Head,,Dani Raba,Pass (Live),Valentin Rosier,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,27,Dani Raba,Leganés,0.04,0.0,Blocked,29,Left Foot,,Adrià Altimira,Pass (Live),Renato Tapia,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,29,Dani Raba,Leganés,0.06,0.0,Off Target,11,Head,,Seydouba Cissé,Pass (Live),,
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,31,Ayoze Pérez,Villarreal,0.08,0.19,Goal,14,Right Foot,,Yeremi Pino,Pass (Live),Juan Foyth,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,36,Alex Baena,Villarreal,0.05,0.0,Off Target,11,Left Foot,,Yeremi Pino,Pass (Live),Pape Gueye,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,40,Pape Gueye,Villarreal,0.09,0.09,Saved,12,Left Foot,Volley,Ayoze Pérez,Pass (Live),Nicolas Pépé,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,40,Dani Raba,Leganés,0.09,0.0,Blocked,15,Right Foot,,Dani Raba,Take-On,Dani Raba,Take-On
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,45,Nicolas Pépé,Villarreal,0.16,0.28,Goal,30,Left Foot,,Alex Baena,Pass (Live),Pape Gueye,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,55,Dani Raba,Leganés,0.02,0.0,Off Target,33,Left Foot,,,,,
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,62,Yeremi Pino,Villarreal,0.25,0.83,Saved,14,Right Foot,,Ayoze Pérez,Pass (Live),Nicolas Pépé,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,62,Juan Foyth,Villarreal,0.07,0.0,Off Target,10,Right Foot,Volley,Alex Baena,Pass (Dead),Yeremi Pino,Shot
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,66,Seydouba Cissé,Leganés,0.04,0.01,Saved,26,Right Foot,,Yan Diomandé,Pass (Live),Javi Hernández,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,67,Alex Baena,Villarreal,0.01,0.0,Off Target,59,Right Foot,,Ayoze Pérez,Tackle,,
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,68,Munir El Haddadi,Leganés,0.07,0.06,Saved,25,Left Foot,,Yan Diomandé,Pass (Live),Darko Brašanac,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,69,Alex Baena,Villarreal,0.04,0.0,Off Target,26,Right Foot,,Yeremi Pino,Pass (Live),Alfonso Pedraza,Pass (Dead)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,72,Yan Diomandé,Leganés,0.03,0.0,Blocked,8,Head,,Adrià Altimira,Pass (Live),Darko Brašanac,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,72,Jorge Sáenz,Leganés,0.17,0.0,Woodwork,3,Head,,Óscar Rodríguez Arnaiz,Pass (Dead),Yan Diomandé,Shot
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,76,Munir El Haddadi,Leganés,0.02,0.0,Off Target,24,Left Foot,,Adrià Altimira,Pass (Live),Seydouba Cissé,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,79,Óscar Rodríguez Arnaiz,Leganés,0.04,0.0,Off Target,26,Right Foot,,Munir El Haddadi,Pass (Live),Darko Brašanac,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,84,Munir El Haddadi,Leganés,0.03,0.0,Off Target,25,Left Foot,,Darko Brašanac,Pass (Live),Yan Diomandé,Take-On
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,86,Munir El Haddadi,Leganés,0.06,0.27,Saved,28,Left Foot,Free kick,Munir El Haddadi,Fouled,Darko Brašanac,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,88,Yan Diomandé,Leganés,0.03,0.0,Off Target,23,Left Foot,,Óscar Rodríguez Arnaiz,Pass (Live),Jorge Sáenz,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,90+1,Javi Hernández,Leganés,0.04,0.06,Saved,24,Left Foot,,Yan Diomandé,Pass (Live),Javi Hernández,Pass (Live)
ESP-La Liga,2425,2025-05-14 Villarreal-Leganés,90+4,Munir El Haddadi,Leganés,0.03,0.0,Off Target,28,Left Foot,,Seydouba Cissé,Pass (Live),Yan Diomandé,Pass (Live)
ESP-La Liga,2425,2025-05-15 Espanyol-Barcelona,4,Urko González,Espanyol,0.36,0.0,Off Target,16,Right Foot,,Roberto Férnandez,Pass (Live),Urko González,Pass (Live)
ESP-La Liga,2425,2025-05-15 Espanyol-Barcelona,12,Javi Puado,Espanyol,0.26,0.0,Off Target,12,Left Foot,,Edu Expósito,Pass (Dead),Antoniu,Fouled
ESP-La Liga,2425,2025-05-15 Espanyol-Barcelona,13,Robert Lewandowski,Barcelona,0.07,0.0,Off Target,17,Right Foot,,Pedri,Pass (Live),,
ESP-La Liga,2425,2025-05-15 Espanyol-Barcelona,16,Javi Puado,Espanyol,0.6,0.78,Saved,17,Right Foot,,Edu Expósito,Pass (Live),Roberto Férnandez,Pass (Live)
ESP-La Liga,2425,2025-05-15 Espanyol-Barcelona,23,Raphinha,Barcelona,0.04,0.41,Saved,23,Right Foot,,Andreas Christensen,Pass (Live),Ronald Araújo,Pass (Live)
