league,season,game,minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2 
ESP-La Liga,2425,2024-10-26 Rayo Vallecano-Alavés,90+5,Toni Martínez,Alavés,0.0,0.01,Saved,34,Right Foot,Volley,,,,
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,13,Lamine Yamal,Barcelona,0.22,0.59,Saved,18,Left Foot,,Robert Lewandowski,Pass (Live),Pau Cubarsí,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,21,Raphinha,Barcelona,0.06,0.0,Off Target,22,Left Foot,,Lamine Yamal,Pass (Live),Pau Cubarsí,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,22,Vinicius Júnior,Real Madrid,0.29,0.0,Off Target,11,Right Foot,,Vinicius Júnior,Take-On,Aurélien Tchouaméni,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,28,Pedri,Barcelona,0.03,0.06,Saved,28,Right Foot,,Alejandro Balde,Pass (Live),Pedri,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,29,Iñigo Martínez,Barcelona,0.03,0.0,Off Target,9,Head,,Raphinha,Pass (Live),Pedri,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,37,Lamine Yamal,Barcelona,0.02,0.0,Off Target,25,Left Foot,,Alejandro Balde,Pass (Dead),Robert Lewandowski,Fouled
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,43,Fermin López,Barcelona,0.02,0.0,Blocked,28,Right Foot,,Pedri,Pass (Live),Alejandro Balde,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,51,Lamine Yamal,Barcelona,0.02,0.02,Saved,47,Left Foot,,Lamine Yamal,Interception,,
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,52,Vinicius Júnior,Real Madrid,0.02,0.0,Blocked,19,Right Foot,,,,,
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,54,Robert Lewandowski,Barcelona,0.25,0.39,Goal,21,Right Foot,,Marc Casado,Pass (Live),Iñigo Martínez,Pass (Dead)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,55,Raphinha,Barcelona,0.01,0.0,Off Target,48,Left Foot,,,,,
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,56,Robert Lewandowski,Barcelona,0.16,0.85,Goal,10,Head,,Alejandro Balde,Pass (Live),Frenkie de Jong,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,61,Kylian Mbappé,Real Madrid,0.01,0.04,Saved,23,Right Foot,,Kylian Mbappé,Take-On,Eduardo Camavinga,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,64,Kylian Mbappé,Real Madrid,0.37,0.21,Saved,16,Right Foot,,Vinicius Júnior,Pass (Live),Eduardo Camavinga,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,64,Luka Modrić,Real Madrid,0.01,0.0,Off Target,28,Right Foot,Volley,Kylian Mbappé,Shot,,
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,66,Robert Lewandowski,Barcelona,0.74,0.0,Woodwork,11,Right Foot,,Raphinha,Pass (Live),Dani Olmo,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,69,Robert Lewandowski,Barcelona,0.24,0.0,Off Target,9,Right Foot,,Lamine Yamal,Pass (Live),Raphinha,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,70,Jude Bellingham,Real Madrid,0.5,0.0,Off Target,9,Right Foot,,Luka Modrić,Pass (Dead),Vinicius Júnior,Fouled
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,71,Kylian Mbappé,Real Madrid,0.2,0.18,Saved,16,Right Foot,,Luka Modrić,Pass (Live),Jude Bellingham,Tackle
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,77,Éder Militão,Real Madrid,0.03,0.0,Off Target,63,Right Foot,,Éder Militão,Tackle,,
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,77,Lamine Yamal,Barcelona,0.17,0.48,Goal,12,Right Foot,,Raphinha,Pass (Live),,
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,84,Federico Valverde,Real Madrid,0.03,0.08,Saved,29,Right Foot,,Luka Modrić,Pass (Live),Lucas Vázquez,Tackle
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,84,Raphinha,Barcelona,0.59,0.37,Goal,14,Right Foot,,Iñigo Martínez,Pass (Live),Iñaki Peña,Pass (Live)
ESP-La Liga,2425,2024-10-26 Real Madrid-Barcelona,89,Dani Olmo,Barcelona,0.02,0.0,Off Target,23,Right Foot,,Lamine Yamal,Pass (Live),Raphinha,Pass (Dead)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,2,Mamadou Sylla,Valladolid,0.05,0.0,Off Target,15,Right Foot,Volley,Luis Pérez,Pass (Live),Eray Cömert,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,9,Ilias Akhomach,Villarreal,0.03,0.0,Off Target,23,Left Foot,,Alex Baena,Pass (Live),Thierno Barry,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,11,Thierno Barry,Villarreal,0.07,0.0,Off Target,27,Right Foot,,Sergi Cardona,Pass (Live),Logan Costa,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,17,Anuar,Valladolid,0.02,0.11,Saved,6,Other,,Raúl Moro,Pass (Live),Raúl Moro,Take-On
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,24,Mario Martín,Valladolid,0.01,0.13,Saved,31,Right Foot,,Selim Amallah,Pass (Live),Raúl Moro,Pass (Dead)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,29,Thierno Barry,Villarreal,0.26,0.94,Goal,5,Head,,Kiko Femenía,Pass (Live),Santi Comesaña,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,32,Nicolas Pépé,Villarreal,0.14,0.62,Saved,14,Left Foot,,,,,
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,45,Thierno Barry,Villarreal,0.05,0.23,Saved,16,Left Foot,,Alex Baena,Pass (Live),Thierno Barry,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,48,Alex Baena,Villarreal,0.04,0.0,Woodwork,16,Left Foot,,Sergi Cardona,Pass (Live),Logan Costa,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,52,Thierno Barry,Villarreal,0.11,0.0,Off Target,17,Left Foot,,Alex Baena,Pass (Live),Thierno Barry,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,55,Santi Comesaña,Villarreal,0.09,0.0,Blocked,8,Head,,Alex Baena,Pass (Dead),Santi Comesaña,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,55,Ilias Akhomach,Villarreal,0.04,0.0,Off Target,21,Left Foot,Volley,Santi Comesaña,Shot,,
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,60,Mamadou Sylla (pen),Valladolid,0.79,0.63,Goal,13,Right Foot,,Mamadou Sylla,Fouled,Mamadou Sylla,Take-On
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,62,Santi Comesaña,Villarreal,0.02,0.0,Off Target,10,Head,,Alex Baena,Pass (Dead),Ilias Akhomach,Fouled
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,64,Logan Costa,Villarreal,0.01,0.14,Saved,12,Head,,Alex Baena,Pass (Dead),,
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,67,Selim Amallah,Valladolid,0.02,0.0,Off Target,21,Right Foot,,Raúl Moro,Pass (Live),Selim Amallah,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,73,Pape Gueye,Villarreal,0.19,0.63,Saved,17,Left Foot,,Ilias Akhomach,Pass (Live),Ilias Akhomach,Take-On
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,74,Alex Baena,Villarreal,0.04,0.0,Off Target,26,Right Foot,,Ayoze Pérez,Pass (Live),Alex Baena,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,76,Ayoze Pérez,Villarreal,0.03,0.0,Blocked,25,Right Foot,,Ayoze Pérez,Pass (Live),Alex Baena,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,76,Ilias Akhomach,Villarreal,0.02,0.13,Saved,25,Left Foot,,Ayoze Pérez,Shot,,
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,77,Eray Cömert,Valladolid,0.02,0.0,Off Target,32,Right Foot,,Raúl Moro,Pass (Live),Víctor Meseguer,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,79,Pape Gueye,Villarreal,0.09,0.0,Woodwork,18,Left Foot,,Alex Baena,Pass (Live),Ilias Akhomach,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,81,Nicolas Pépé,Villarreal,0.06,0.51,Saved,22,Left Foot,,Ayoze Pérez,Pass (Live),Alex Baena,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,83,Alex Baena,Villarreal,0.06,0.0,Blocked,17,Right Foot,,Sergi Cardona,Pass (Live),Sergi Cardona,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,83,Sergi Cardona,Villarreal,0.25,0.65,Saved,8,Left Foot,,Alex Baena,Shot,,
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,83,Yeremi Pino,Villarreal,0.23,0.0,Blocked,5,Right Foot,,Sergi Cardona,Shot,,
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,84,Ayoze Pérez,Villarreal,0.53,0.95,Goal,4,Head,,Nicolas Pépé,Pass (Live),Yeremi Pino,Pass (Live)
ESP-La Liga,2425,2024-10-26 Valladolid-Villarreal,90+2,Kenedy,Valladolid,0.03,0.0,Off Target,7,Head,,Kike Pérez,Pass (Dead),Luis Pérez,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,10,Abde Ezzalzouli,Betis,0.03,0.0,Off Target,19,Right Foot,,Vitor Roque,Pass (Live),Rui Silva,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,15,Abde Ezzalzouli,Betis,0.37,0.0,Off Target,18,Right Foot,,Johnny Cardoso,Pass (Live),Pablo Fornals,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,18,Antoine Griezmann,Atlético Madrid,0.02,0.05,Saved,25,Left Foot,,Julián Álvarez,Pass (Live),Koke,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,25,Ezequiel Ávila,Betis,0.03,0.01,Saved,18,Head,,Aitor Ruibal,Pass (Live),Pablo Fornals,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,26,Abde Ezzalzouli,Betis,0.01,0.0,Off Target,28,Right Foot,,Sergi Altimira,Pass (Live),Marc Bartra,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,27,Abde Ezzalzouli,Betis,0.2,0.0,Woodwork,13,Left Foot,,Vitor Roque,Pass (Live),Johnny Cardoso,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,27,Ezequiel Ávila,Betis,0.08,0.0,Off Target,14,Right Foot,Volley,Abde Ezzalzouli,Shot,,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,28,Aitor Ruibal,Betis,0.02,0.0,Off Target,27,Left Foot,,,,,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,29,Reinildo Mandava,Atlético Madrid,0.07,0.19,Saved,9,Head,,Julián Álvarez,Pass (Live),Koke,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,30,Vitor Roque,Betis,0.23,0.0,Off Target,10,Left Foot,Volley,Sergi Altimira,Pass (Live),Pablo Fornals,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,32,Ezequiel Ávila,Betis,0.01,0.0,Off Target,16,Right Foot,,Ezequiel Ávila,Take-On,Romain Perraud,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,34,Vitor Roque,Betis,0.04,0.0,Off Target,16,Right Foot,,Johnny Cardoso,Pass (Live),Johnny Cardoso,Take-On
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,35,Marc Bartra,Betis,0.06,0.0,Off Target,12,Right Foot,,Pablo Fornals,Pass (Live),Sergi Altimira,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,36,Johnny Cardoso,Betis,0.21,0.0,Off Target,11,Head,,Pablo Fornals,Pass (Live),Vitor Roque,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,37,Ezequiel Ávila,Betis,0.05,0.0,Blocked,16,Left Foot,,Rui Silva,Pass (Live),Sergi Altimira,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,37,Vitor Roque,Betis,0.1,0.0,Off Target,4,Right Foot,,Ezequiel Ávila,Shot,,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,45,Koke,Atlético Madrid,0.05,0.0,Blocked,17,Right Foot,,,,,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,46,Vitor Roque,Betis,0.04,0.0,Blocked,21,Right Foot,,Vitor Roque,Take-On,Abde Ezzalzouli,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,48,Abde Ezzalzouli,Betis,0.12,0.0,Off Target,16,Right Foot,,Ezequiel Ávila,Pass (Live),Abde Ezzalzouli,Take-On
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,49,Antoine Griezmann,Atlético Madrid,0.05,0.0,Blocked,14,Left Foot,,Samuel Lino,Pass (Live),Julián Álvarez,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,51,Sergi Altimira,Betis,0.03,0.0,Off Target,24,Right Foot,,Pablo Fornals,Pass (Dead),,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,52,Julián Álvarez,Atlético Madrid,0.06,0.05,Saved,19,Left Foot,,Antoine Griezmann,Pass (Live),Javi Galán,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,53,Alexander Sørloth,Atlético Madrid,0.07,0.0,Off Target,11,Head,,Nahuel Molina,Pass (Dead),Julián Álvarez,Shot
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,54,Abde Ezzalzouli,Betis,0.02,0.0,Off Target,34,Right Foot,,Pablo Fornals,Pass (Live),Ezequiel Ávila,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,58,Ezequiel Ávila,Betis,0.03,0.04,Saved,32,Left Foot,,Aitor Ruibal,Pass (Live),Aitor Ruibal,Take-On
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,59,Abde Ezzalzouli,Betis,0.04,0.0,Off Target,13,Left Foot,,Ezequiel Ávila,Pass (Live),Pablo Fornals,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,65,Pablo Fornals,Betis,0.12,0.0,Blocked,12,Right Foot,Volley,Abde Ezzalzouli,Pass (Live),,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,69,Vitor Roque,Betis,0.04,0.03,Saved,21,Right Foot,Volley,Ezequiel Ávila,Pass (Live),,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,74,José María Giménez,Atlético Madrid,0.05,0.0,Off Target,11,Head,,Nahuel Molina,Pass (Dead),,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,77,Vitor Roque,Betis,0.04,0.0,Blocked,17,Left Foot,,Ezequiel Ávila,Pass (Live),Abde Ezzalzouli,Pass (Live)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,78,Assane Diao,Betis,0.05,0.0,Off Target,27,Right Foot,,Aitor Ruibal,Pass (Live),,
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,80,Ángel Correa,Atlético Madrid,0.12,0.0,Woodwork,10,Right Foot,Volley,Alexander Sørloth,Pass (Live),Nahuel Molina,Pass (Dead)
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,84,Ángel Correa,Atlético Madrid,0.02,0.0,Woodwork,9,Head,,Julián Álvarez,Pass (Dead),Alexander Sørloth,Fouled
ESP-La Liga,2425,2024-10-27 Betis-Atlético Madrid,88,Javi Galán,Atlético Madrid,0.02,0.0,Blocked,13,Left Foot,,Thomas Lemar,Pass (Live),Julián Álvarez,Pass (Live)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,6,Alex Sola,Getafe,0.2,0.0,Off Target,9,Left Foot,,Iglesias,Pass (Live),Luis Milla,Pass (Live)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,9,Mauro Arambarri,Getafe,0.13,0.0,Off Target,9,Head,,Álvaro Rodríguez,Pass (Live),Iglesias,Pass (Dead)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,12,Carles Pérez,Getafe,0.03,0.0,Blocked,21,Left Foot,,Iglesias,Fouled,Luis Milla,Pass (Live)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,12,Omar Alderete,Getafe,0.02,0.05,Saved,10,Head,,Luis Milla,Pass (Live),,
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,36,Enzo Barrenechea,Valencia,0.55,0.99,Goal,4,Left Foot,,,,,
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,37,Mauro Arambarri,Getafe,0.03,0.0,Off Target,14,Head,,Diego Rico,Pass (Live),Alex Sola,Pass (Live)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,45,Carles Pérez,Getafe,0.1,0.17,Saved,10,Left Foot,Volley,Omar Alderete,Pass (Live),Luis Milla,Pass (Dead)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,45,Javier Guerra,Valencia,0.12,0.0,Blocked,17,Right Foot,,Javier Guerra,Tackle,,
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,60,Mauro Arambarri,Getafe,0.21,0.0,Woodwork,8,Head,,Luis Milla,Pass (Dead),Luis Milla,Fouled
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,73,Christantus Uche,Getafe,0.03,0.0,Blocked,14,Head,,Omar Alderete,Pass (Live),Christantus Uche,Pass (Live)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,81,Mauro Arambarri,Getafe,0.05,0.0,Blocked,19,Right Foot,Volley,Allan Nyom,Pass (Live),Christantus Uche,Pass (Live)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,88,Allan Nyom,Getafe,0.1,0.0,Blocked,9,Right Foot,,Allan Nyom,Fouled,,
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,90,Mauro Arambarri (pen),Getafe,0.79,0.76,Goal,13,Right Foot,,,Fouled,Allan Nyom,Shot
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,90+4,Bertuğ Yıldırım,Getafe,0.03,0.0,Off Target,15,Head,,Diego Rico,Pass (Live),Omar Alderete,Pass (Live)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,90+5,Bertuğ Yıldırım,Getafe,0.06,0.0,Off Target,10,Head,,Diego Rico,Pass (Live),Luis Milla,Pass (Live)
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,90+5,Bertuğ Yıldırım,Getafe,0.47,0.89,Saved,5,Right Foot,Volley,Bertuğ Yıldırım,Shot,,
ESP-La Liga,2425,2024-10-27 Getafe-Valencia,90+7,Mauro Arambarri,Getafe,0.02,0.0,Off Target,33,Right Foot,,,,,
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,5,Ilaix Moriba,Celta Vigo,0.02,0.04,Saved,34,Right Foot,,Hugo Álvarez,Pass (Live),Marcos Alonso,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,21,Jonathan Bamba,Celta Vigo,0.05,0.6,Saved,21,Right Foot,Volley,Hugo Álvarez,Pass (Live),Jonathan Bamba,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,24,Iago Aspas,Celta Vigo,0.03,0.02,Saved,27,Left Foot,,Hugo Sotelo,Pass (Live),Jonathan Bamba,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,29,Hugo Álvarez,Celta Vigo,0.09,0.0,Blocked,12,Right Foot,,Jonathan Bamba,Pass (Live),Ilaix Moriba,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,31,Seydouba Cissé,Leganés,0.03,0.0,Blocked,25,Right Foot,,Diego,Pass (Live),Sébastien Haller,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,38,Iago Aspas,Celta Vigo,0.09,0.0,Off Target,23,Left Foot,,Ilaix Moriba,Pass (Live),Hugo Álvarez,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,43,Iago Aspas,Celta Vigo,0.05,0.1,Saved,21,Left Foot,,Jonathan Bamba,Pass (Live),Jonathan Bamba,Take-On
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,47,Hugo Álvarez,Celta Vigo,0.02,0.0,Off Target,18,Right Foot,,Óscar Mingueza,Pass (Live),Borja Iglesias,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,49,Iago Aspas,Celta Vigo,0.02,0.0,Blocked,31,Left Foot,,Iago Aspas,Pass (Live),Hugo Sotelo,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,52,Hugo Sotelo,Celta Vigo,0.03,0.0,Off Target,27,Right Foot,,Iago Aspas,Pass (Live),Jonathan Bamba,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,53,Jonathan Bamba,Celta Vigo,0.02,0.0,Off Target,27,Right Foot,,Hugo Álvarez,Pass (Live),Jonathan Bamba,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,54,Dani Raba,Leganés,0.01,0.0,Off Target,33,Left Foot,,Darko Brašanac,Pass (Live),,
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,59,Diego,Leganés,0.29,0.5,Goal,15,Right Foot,,Dani Raba,Pass (Live),Miguel,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,60,Miguel,Leganés,0.2,0.26,Saved,11,Right Foot,,Dani Raba,Pass (Live),Darko Brašanac,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,64,Óscar Mingueza,Celta Vigo,0.02,0.0,Blocked,11,Right Foot,Volley,Hugo Sotelo,Pass (Live),Hugo Álvarez,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,64,Williot Swedberg,Celta Vigo,0.13,0.0,Off Target,10,Head,,Hugo Álvarez,Pass (Live),Hugo Sotelo,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,71,Iago Aspas,Celta Vigo,0.07,0.0,Blocked,14,Left Foot,,Williot Swedberg,Pass (Live),,
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,78,Darko Brašanac,Leganés,0.51,0.63,Goal,13,Right Foot,,Miguel,Pass (Live),Miguel,Take-On
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,82,Sergi,Leganés,0.45,0.84,Goal,6,Head,,Juan Cruz,Pass (Live),Renato Tapia,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,87,Alfon,Celta Vigo,0.01,0.0,Blocked,18,Right Foot,,Óscar Mingueza,Pass (Live),Iago Aspas,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,88,Hugo Álvarez,Celta Vigo,0.11,0.0,Blocked,11,Right Foot,,Alfon,Pass (Live),Óscar Mingueza,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,88,Marcos Alonso,Celta Vigo,0.04,0.0,Off Target,17,Left Foot,,Hugo Álvarez,Shot,,
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,90+5,Alfon,Celta Vigo,0.06,0.0,Blocked,21,Left Foot,Deflected,Alfon,Take-On,Iago Aspas,Pass (Live)
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,90+5,Hugo Álvarez,Celta Vigo,0.04,0.69,Saved,15,Right Foot,,Alfon,Shot,,
ESP-La Liga,2425,2024-10-27 Leganés-Celta Vigo,90+7,Juan Cruz,Leganés,0.11,0.0,Off Target,16,Left Foot,,Munir El Haddadi,Pass (Live),Darko Brašanac,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,4,Nayef Aguerd,Real Sociedad,0.09,0.0,Off Target,11,Left Foot,Volley,Sergio Gómez,Pass (Dead),Ander Barrenetxea,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,23,Lucas Torró,Osasuna,0.09,0.64,Goal,10,Head,,Bryan Zaragoza,Pass (Live),Jon Moncayola,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,26,Luka Sučić,Real Sociedad,0.02,0.01,Saved,33,Left Foot,,Jon Aramburu,Pass (Live),Jon Aramburu,Take-On
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,29,Ander Barrenetxea,Real Sociedad,0.05,0.0,Off Target,21,Right Foot,,Luka Sučić,Pass (Live),Sergio Gómez,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,32,Nayef Aguerd,Real Sociedad,0.56,0.33,Saved,3,Head,,Mikel Oyarzabal,Pass (Live),Sergio Gómez,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,34,Ante Budimir,Osasuna,0.21,0.83,Goal,17,Left Foot,,Bryan Zaragoza,Pass (Live),Juan Cruz Armada,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,38,Lucas Torró,Osasuna,0.04,0.0,Blocked,23,Right Foot,,Bryan Zaragoza,Pass (Live),Bryan Zaragoza,Take-On
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,42,Jon Aramburu,Real Sociedad,0.03,0.0,Blocked,17,Right Foot,,Ander Barrenetxea,Pass (Live),Luka Sučić,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,44,Enzo Boyomo,Osasuna,0.03,0.2,Saved,18,Right Foot,Volley,Jesús Areso,Pass (Live),Bryan Zaragoza,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,45+3,Nayef Aguerd,Real Sociedad,0.04,0.0,Off Target,11,Head,,Sergio Gómez,Pass (Dead),,
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,46,Takefusa Kubo,Real Sociedad,0.03,0.02,Saved,23,Left Foot,,Brais Méndez,Pass (Live),Álex Remiro,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,48,Ander Barrenetxea,Real Sociedad,0.1,0.0,Off Target,10,Head,,Takefusa Kubo,Pass (Live),Luka Sučić,Pass (Live)
ESP-La Liga,2425,2024-10-27 Real Sociedad-Osasuna,48,Martín Zubimendi,Real Sociedad,0.2,0.32,Saved,10,Head,,Takefusa Kubo,Pass (Live),Ander Barrenetxea,Shot
